the_geom,NAME,TEL,URL,ADRESS1,ADDRESS2,CITY,ZIP,COST,indoor,type,category,description,image
POINT (-74.01858571588612 40.705986647371226),Museum of Jewish Heritage,(646) 437-4200,http://www.mjhnyc.org/index.htm,36 Battery Place,,New York,"10,280",FALSE,TRUE,history,injustice,"The Museum of Jewish Heritage – A Living Memorial to the Holocaust is New York’s contribution to the global responsibility to Never Forget. Opened in 1997, the Museum is committed to the crucial mission of educating diverse visitors about Jewish life before, during, and since the Holocaust. 

The Museum plays a leading role in Holocaust education in New York City and the tri-state area, serving many thousands of school children each year; through its exhibitions, initiatives including the Holocaust Educator School Partnership Program (HESP), professional development opportunities, Speakers Bureau enabling conversations with survivors, and creation of tools and resources to support educators in teaching about both historical and contemporary antisemitism.

In addition to 25,000 square feet of exhibition galleries, the Museum maintains a permanent collection of more than 45,000 artifacts, photographs, and survivor testimonies and contains classrooms; a 375-seat theater (Edmond J. Safra Hall); The Garden of Stones, a memorial art installation designed by internationally acclaimed sculptor Andy Goldsworthy; The Peter & Mary Kalikow Jewish Genealogy Resource Center, and JewishGen, the largest Jewish Genealogy database in the world.",https://upload.wikimedia.org/wikipedia/commons/3/36/Museum_of_Jewish_Heritage_005.JPG
POINT (-73.97700363152086 40.76118664102449),Museum of Modern Art (MoMA),(212) 708-9400,http://www.moma.org/,11 West 53rd Street,,New York,"10,019",0,TRUE,art,modern,"The Museum of Modern Art (MoMA) is an art museum located in Midtown Manhattan, New York City, on 53rd Street between Fifth and Sixth Avenues. MoMA's collection spans the late 19th century to the present, and includes over 200,000 works of architecture and design, drawing, painting, sculpture, photography, prints, illustrated and artist's books, film, as well as electronic media. The museum has been instrumental in shaping the history of modern art, particularly modern art from Europe. In recent decades, MoMA has expanded its collection and programming to include works by traditionally underrepresented groups.",https://historiadeldisseny.org/web/wp-content/uploads/FHD_Recursos_museu_MoMa.jpg
POINT (-73.95191697462884 40.792509034510005),Museum of the City of New York,(212) 534-1672,http://www.mcny.org,1220 Fifth Avenue,,New York,"10,029",23,TRUE,history,location,"The Museum of the City of New York was founded in 1923 by Henry Collins Brown, a Scottish-born writer with a vision for a populist approach to the city. The Museum was originally housed in Gracie Mansion, the future residence of the Mayor of New York. Hardinge Scholle succeeded Henry Brown in 1926 and began planning a new home for the Museum. The City offered land on Fifth Avenue on 103rd-104th Streets and construction for Joseph H. Freedlander’s Georgian Colonial-Revival design for the building started in 1929 and was completed in 1932. During the next few decades, the Museum amassed a considerable collection of exceptional items, including several of Eugene O’Neill’s handwritten manuscripts, a complete room of Duncan Phyfe furniture, 412 glass negatives taken by Jacob Riis and donated by his son, a man’s suit worn to George Washington’s Inaugural Ball, and the Carrie Walter Stettheimer dollhouse, which contains a miniature work by Marcel Duchamp. Today the Museum’s collection contains approximately 750,000 objects, including prints, photographs, decorative arts, costumes, paintings, sculpture, toys, and theatrical memorabilia.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHKBVmkGpwVEhb4npnLGiFxyc5SjmlLpN3vw&s
POINT (-73.92451017252192 40.75694448741239),Museum of the Moving Image,(718) 784-4520,http://www.movingimage.us/site/site.php,35 Avenue at 36 Street,,Queens,"11,106",FALSE,TRUE,history,technology,"Museum of the Moving Image (MoMI) is the only museum in the U.S. that explores the central technology of the present moment.?Screens?are all around us. We use them to educate, entertain,?and communicate. The moving image—encompassing film, television, video games,?and?other forms of digital media—shapes how we see and feel the world. With exhibitions?and screenings on the art, history, technique, and science of the moving image, MoMI presents the real and imagined worlds of our past, present, and future. With ground-breaking education programs, digital literacy initiatives, and cutting-edge media labs, MoMI is not just a museum but also a place where we can all make sense of the forces and experiences that create our shared reality.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2Q59oxDbb78VOIaE2LZmjqefLPco_8HcuHA&s
POINT (-73.95849177369215 40.78361316720407),National Academy Museum,(212) 369-4880,https://nationalacademy.org/index.asp,1083 5th Avenue,,New York,"10,128",FALSE,TRUE,art,,"Founded in 1825, the National Academy is an honorary association of professional artists, a school of fine arts and a museum.

The academy’s historic collection of more than 7,000 paintings, drawings and sculptures consists of diploma pieces granted to the academy by National Academicians upon induction. Members both past and present include many of the country's leading artists including Albert Bierstadt, Louis Bourgeois, Frederic E. Church, Chuck Close, Richard Diebenkorn, Thomas Eakins, Helen Frankenthaler, Frank Gehry, Horatio Greenough, Charles Gwathmey, Winslow Homer, Jasper Johns, Maya Lin, Tom Otterness, I. M. Pei, Robert Rauschenberg, Dorothea Rockburne, John Singer Sargent, Wayne Theibaud, Frank Lloyd Wright and Andrew Wyeth, among others.",https://urbanareas.net/info/wp-content/uploads/2015/02/36139_National-Academy-Museum-and-School-of-Fine-Arts.jpg
POINT (-74.07373713057605 40.64094901557986),National Lighthouse Museum,(718) 556-1681,http://statenislandusa.com/pages/lighthouse.html,1 Lighthouse Plaza,,Staten Island,"10,301",FALSE,TRUE,living,lighthouse,"Beginning in 1799, the present site of the National Lighthouse Museum on the North Shore of Staten Island, was the location of the New York Marine Hospital, also known as The Quarantine. Long before the construction of the famous processing center on Ellis Island, immigrants found to be in poor or questionable health were segregated from other immigrants, and the local population, in the hospital. The Quarantine was New York’s first line of defense against immigrant-borne infectious diseases like smallpox, cholera, typhus, and yellow fever. As many as 1,500 detainees could be accommodated in the hospital at one time.

Constructed on the former hospital site in 1862 by the United States Lighthouse Service (USLHS), the Staten Island Lighthouse Depot was the key manufacturing, storage, supply and maintenance center for the US Lighthouse Service’s 3rd District, and area which extended from Sandy Hook in the South, North to Albany and East to the Massachusetts border. Today, Building 11 has been renovated and is now the home of the National Lighthouse Museum Educational Resource Center.
",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW1VDO5_miiDKkNZE8mXqf5WTw6AU2C9SITA&s
POINT (-74.01372704598201 40.704321256986034),National Museum of the American Indian,(212) 514-3700,http://www.nmai.si.edu/,1 Bowling Green,,New York,"10,004",0,TRUE,culture,Native American,"A diverse and multifaceted cultural and educational enterprise, the National Museum of the American Indian (NMAI) is an active and visible component of the Smithsonian Institution, the world's largest museum complex. The NMAI cares for one of the world's most expansive collections of Native artifacts, including objects, photographs, archives, and media covering the entire Western Hemisphere, from the Arctic Circle to Tierra del Fuego. It became part of the national museum and Smithsonian in 1987.",https://images.ctfassets.net/1aemqu6a6t65/6Lyuc9TsXu1LBYl9ggcPTV/a5fb6e9df9f31bc80aa35cffffc88621/2016ds42
POINT (-74.01091566131102 40.70965448747792),National September 11 Memorial & Museum at the World Trade Center,(212) 227-7722,http://www.911memorial.org/,1 Liberty Plaza,20th Floor,New York,"10,006",FALSE,TRUE,history,memorial,"Located at the World Trade Center in New York City, the 9/11 Memorial Museum tells the story of 9/11 through media, narratives, and a collection of monumental and authentic artifacts, presenting visitors with personal stories of loss, recovery, and hope. The memorial is located at the World Trade Center site, the former location of the Twin Towers that were destroyed during the September 11 attacks. It is operated by a non-profit institution whose mission is to raise funds to program and operate the memorial and museum at the World Trade Center site.",https://www.911memorial.org/sites/default/files/paragraph/hero-banner/2019-01/About-Board-directorsJL_OTRIBNIGHT_09.jpg
POINT (-73.96024812606315 40.78124233583781),Neue Galerie New York,(212) 628-6200,http://www.neuegalerie.org/,1048 Fifth Avenue,,New York,"10,028",FALSE,TRUE,art,European,"The Neue Galerie New York (German for ""New Gallery"") is a museum of early twentieth-century German and Austrian art and design located in the William Starr Miller House at 86th Street and Fifth Avenue in New York City. The museum was first conceived by two close friends: art dealer and museum exhibition organizer Serge Sabarsky, and entrepreneur, philanthropist, and art collector Ronald S. Lauder. The two men shared a passionate commitment to early twentieth-century German and Austrian art and design. They met in 1967, just before Sabarsky opened his Serge Sabarsky Gallery at 987 Madison Avenue. The gallery quickly earned a reputation as New York's leading gallery for Austrian and German Expressionist art, and Lauder was a frequent visitor and client.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6b/10/85/neue-galerie-new-york.jpg?w=900&h=500&s=1
POINT (-73.99283879250072 40.722346701845474),New Museum of Contemporary Art,(212) 219-1222,http://www.newmuseum.org/,235 Bowery,,New York,"10,002",FALSE,TRUE,art,contemporary,"Since 1977, the New Museum has served as a catalyst for dialogue between contemporary art and the public. They are a non-collecting institution, presenting benchmark exhibitions and collaborating with artists to support new productions, experimentation, and new forms of artmaking. They  share our work through programs and publications with a focus on critical issues shaping the present. The Bowery location has gallery and events space, plus a Resource Center with books and computers for access to their main web site and digital archive. The New Museum Digital Archive is an online resource that provides accessibility to primary sources from exhibitions, publications, and programs. The archive holds 7,500 written and visual materials for artists and researchers to access. The New Museum Digital Archive's database is searchable through 4,000 artists, curators, and organizations connected to New Museum exhibitions, performances, and publications.

",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_fxdxMB1yaj7ZedCorSeJ397IcFc-3ktp3w&s
POINT (-74.00693426094169 40.72557180583998),New York City Fire Museum,(212) 691-1303,http://www.nycfiremuseum.org/,278 Spring Street,,New York,"10,012",FALSE,TRUE,living,fire,"The New York City Fire Museum houses and displays one of the nation’s most important collections of fire-related art and artifacts from the late 18th century onward. The museum cares for over 10,000 objects as well as an archive of records, ephemera and photographs estimated in the tens of thousands of pieces celebrating the history of the fire service and the FDNY. Examples of modern-day firefighting equipment, as well as a permanent memorial to the 343 members of the FDNY who died at the World Trade Center site after the September 11 attacks, are also on permanent display at the museum.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDzwK0mAN792V3kGUSBsHAvHB9L3RPmpstjg&s
POINT (-73.85168679568561 40.74714778785817),New York Hall of Science,(718) 699-0005,http://www.nysci.org/,47-01 111th Street,,Queens,"11,368",FALSE,TRUE,children,,"Located in Queens — America’s most diverse county — NYSCI is committed to creating a world where everyone can contribute to scientific discovery and innovation, and where people learn to use science, technology, engineering, and math to tackle complex 21st century challenges.

NYSCI is more than a world-class destination for learning and play. It is where exhibits inspire visitors, where young scientists get their start, where community members come to learn, and where critical STEM education research occurs. The New York Hall of Science mainly focuses on children's education. It includes a large permanent collection and range of traveling exhibitions. It has hosted numerous temporary exhibits over the years, although many of its exhibits in the 1960s and 1970s had only a tangential connection to science.
",https://assets.simpleviewinc.com/simpleview/image/upload/crm/newyorkstate/newyorkhallofscience_julienneschaer_024_0ba1e2f8-ede1-45f5-71cd0d07055fc857.jpg
POINT (-73.97425753844574 40.77927324139346),New York Historical Society,(212) 873-3400,https://www.nyhistory.org/web/,2 West 77th Street,,New York,"10,024",FALSE,TRUE,history,American,"New York’s first museum, The New York Historical is a leading cultural institution documenting over 400 years of American history through a peerless collection of art, documents, and artifacts. Our offerings span groundbreaking exhibitions; acclaimed educational programs for teachers and students nationwide; and thought-provoking conversations among leading scholars, journalists, and thinkers about the past, present, and future of the American experiment. The New York Historical is a museum of museums and a collection of collections. 

The New York Historical holds an extensive collection of historical artifacts, works of American art, and other materials documenting the history of New York and the United States. It presents well-researched exhibitions on a variety of topics and periods in American history, such as George Washington, Alexander Hamilton, Slavery in New York, The Hudson River School, Abraham Lincoln, Ulysses S. Grant, Tiffany designer Clara Driscoll, and the history of the Constitution. ",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROM2lWbqca8V_I3cxXhrmpOLw5E0ULQqCbGw&s
POINT (-73.9791241123914 40.752422920262084),New York Tolerance Center,(212) 697-1180,http://www.kintera.org/site/pp.asp?c=fwLYKnN8LzH&b=242506,50 E 42nd St,,New York,"10,017",FALSE,TRUE,history,injustice,"Headquartered in Los Angeles the SWC has an international footprint with offices in New York, Chicago, Miami, Toronto, Paris, Berlin, Jerusalem, and Buenos Aires, is an accredited Non-Governmental Organization at the United Nations, UNESCO, the Organization of American States, the Latin American Parliament, and the Council of Europe, and maintains relationships with the highest levels of governments throughout the world. The museum also deals with atrocities in Cambodia and Latin America, along with issues like bullying and hate crimes. The museum has an associated museum and professional development multi-media training facility in New York City.",https://museumoftolerance.com/hs-fs/hubfs/Exhibit/Card/Card_Wide_SocialLab_HistoryWall2.jpg?width=664&height=420&name=Card_Wide_SocialLab_HistoryWall2.jpg
POINT (-73.9900259713183 40.69052369812635),New York Transit Museum,(718) 694-4915,http://www.mta.info/mta/museum/,Boerum Pl. & Schermenhorn Street,,Brooklyn,0,10,TRUE,living,transit,"A one-of-a-kind experience, the New York Transit Museum is housed in a decommissioned subway station at 99 Schermerhorn St in Brooklyn, and is accessible via more than 20 subway and bus lines. The main entrance to the Museum is down two flights of stairs. A wheelchair-accessible entrance is available at the corner of Schermerhorn and Court Streets. 

The New York Transit Museum (also called the NYC Transit Museum) is a museum that displays historical artifacts of the New York City Subway, bus, and commuter rail systems in the greater New York City metropolitan region.",https://www.nytransitmuseum.org/wp-content/uploads/2016/05/About.jpg
POINT (-73.96902249723335 40.802913999614184),Nicholas Roerich Museum,(212) 864-7752,http://www.roerich.org/,319 West 107 Street,,New York,"10,025",FALSE,TRUE,people,art,"The Nicholas Roerich Museum is a museum on the Upper West Side of Manhattan in New York City, dedicated to the works of Nicholas Roerich (1874–1947), a Russian-born cosmopolitan artist.

He spent the last 20 years of his life in Kullu valley in the Western Himalayas, and is famous for his many landscapes of the Himalayas. The museum includes approximately 150 of Roerich's works as well as a collection of archival materials.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRAU34E9ZaZrOjfkLHwVEFv1804ToJDSMmTg&s
POINT (-74.10177203630597 40.64431194442387),Noble Maritime Collection,(718) 447-6490,http://www.noblemaritime.org/,1000 Richmond Terrace,,Staten Island,"10,301",0,TRUE,history,maritime,"The Noble Maritime Collection’s mission is to preserve and interpret the art, writings, and historic maritime artifacts of the distinguished marine artist John A. Noble (1913–83) and to continue his legacy of celebrating the people and traditions of the working waterfront of New York Harbor in its collections, exhibitions, and programs; to preserve and interpret the history of Sailors’ Snug Harbor; to preserve and celebrate Robbins Reef Lighthouse; and to operate a museum and maritime study center inspired by these themes.",https://seahistory.org/wp-content/uploads/The-Noble-Maritime-Collection.jpg
POINT (-73.98461861468387 40.672993473207185),Old Stone House,(718) 768-3195,http://www.theoldstonehouse.org/,326 5th Avenue,,Brooklyn,"11,215",FALSE,TRUE,living,house,"The Old Stone House & Washington Park is dedicated to preserving and teaching local and national history as it has impacted our historically significant Brooklyn neighborhood. The Old Stone House building is a reconstruction of the 1699 Vechte-Cortelyou House on land taken from the Lenape as early as 1639. Located in Washington Park, on the border of Park Slope and Gowanus in Brooklyn, it marks the place where the original Dutch farmstead stood and the culminating engagement of the 1776 Battle of Brooklyn took place. It also commemorates the birthplace of the Brooklyn Dodgers.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtYVMQ2PR3ZqRxchJJX-58brbcr8cxxTb0AA&s
POINT (-73.94621241792795 40.74583946863492),MoMA PS1 ,(718) 784-2084,http://www.ps1.org/,22-25 Jackson Ave.,,Queens,"11,101",0,TRUE,art,contemporary,"Founded by curator Alanna Heiss, MoMA PS1 (originally known as P.S.1 Contemporary Art Center) was a defining force in the alternative space movement that gained momentum in New York in the 1970s. A rare example of this movement still anchored in its original site, PS1—a historic nineteenth-century public school building in the heart of Long Island City, Queens—has been transformed into a world-renowned place for artistic experimentation and creativity. To celebrate its affiliation with the Museum of Modern Art in 2000, one of PS1’s most ambitious projects—Greater New York—was launched and has taken place every five years since. The only ongoing survey of artists living and working in the New York City area, each iteration is curated by a team of MoMA and PS1 staff alongside guest curators. To date, more than 500 local, emerging, established, and under-recognized artists have been championed on this international stage.
",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs8HQneoEhj2RmUyc7JYq7MLdE2OYOj0TP8A&s
POINT (-73.9776016138105 40.76057363859203),Paley Center For Media (formerly Museum Of Television & Radio),(212) 621-6800,http://www.paleycenter.org/,25 West 52 Street,,New York,"10,019",20,TRUE,history,artifacts,"It is an American cultural institution headquartered in New York City with a branch office in Los Angeles. It is dedicated to the discussion of the cultural, creative, and social significance of television, radio, and emerging platforms for the professional community and media-interested public. The Paley Center for Media is committed to the idea that many television and radio programs are significant works and should be preserved for posterity's sake. Instead of collecting artifacts and memorabilia, the Paley Center comprises mostly screening rooms, including two full-sized theaters. Nearly 160,000 television shows, commercials, and radio programs are available in the Paley Center's library, and during each visit, viewers can select and watch shows at individual consoles, and radio programs are accessed through these same consoles.",https://variety.com/wp-content/uploads/2019/12/la-building-front-c300.jpg
POINT (-73.89314845618621 40.76460725545623),Queens Art Museum,(516) 624-1910,http://www.bdg.net/properties/1/,75-20 Astoria Blvd.,,Jackson Heights,"11,386",FALSE,TRUE,art,location,"The Queens Museum is dedicated to presenting high quality arts and educational programming for the people of New York, and particularly the residents of Queens, a uniquely diverse ethnic, cultural, and international community. The Museum’s work honors the history of our site and the diversity of our communities through a wide ranging and integrated program of exhibitions, educational initiatives, and public events.

Established in 1972, the museum includes the Panorama of the City of New York, a room-sized scale model of the five boroughs of New York City built for the 1964 New York World's Fair. Its collection includes a large archive of artifacts from both the 1939 and 1964 World's Fairs, a selection of which is on display. As of 2018, Queens Museum's director is Sally Tallant.
",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHGqHjYREqZPuWfKdFrF8eKVWBbFoZtoxUjw&s
POINT (-73.72573660861673 40.74556960429117),Queens County Farm Museum,(718) 347-3276,http://www.queensfarm.org/,73-50 Little Neck Parkway,,Queens,"11,004",FALSE,TRUE,living,farm,"Queens Farm’s 47-acre tract of farmland exemplifies the 300-year history of agriculture and farming as a way of life in New York City. The restored Adriance Farmhouse, the centerpiece of the farm complex, was first built as a three-room Dutch farmhouse in 1772. The farmhouse and surrounding 7-acre historic area mirror the evolution of this unique tract of land from a colonial homestead to a truck farm that served the needs of a growing city in the early twentieth century. The historic outbuildings, orchard, planting fields, vineyard, herb garden, and farmyard animals bring history to life.

Queens County Farm Museum offers audiences a glimpse of how farm products travel from field to fork. Other important elements of the farm’s interpretation include the barns and outbuildings, livestock, orchard, apiary, herb garden and greenhouse complex.",https://historichousetrust.org/wp-content/uploads/2020/11/In-Line-Image_0013_QCFM-1-1024x670.jpg
POINT (-73.97257491067647 40.78285983221266),Rose Center for Earth and Space (Hayden Planetarium),(212) 769-5100,http://www.haydenplanetarium.org/index.php,15 West 81st Street,,New York,"10,024",FALSE,TRUE,science,universe,"The Rose Center for Earth and Space encompasses the spectacular Hayden Sphere and exhibitions that explore the vast range of sizes in the cosmos, the 13-billion-year history of the universe, the nature of galaxies, stars, and planets, and the dynamic features of planet Earth. Completed in 2000, it includes the Hayden Planetarium, which was originally opened in 1935. Neil deGrasse Tyson is its first and, to date, only director. It is part of the American Museum of Natural History.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu1svQCl1UK4-QXitOE0n0BGG4M0QhtFoX2Q&s
POINT (-73.9799105035754 40.765012313344094),Rose Museum at Carnegie Hall,(212) 903-9629,http://www.carnegiehall.org/textSite/the_basics/art_museum_archives.html,154 West 57th Street,,New York,0,FALSE,TRUE,history,location,"Funded by the Susan and Elihu Rose Foundation and opened in 1991, the Rose Museum chronicles Carnegie Hall’s history. It exhibits its archival treasures to the public—including concert programs, photographs, autographed posters, musical manuscripts, and video—to tell the history of the building and the events that made it famous. It includes more than 2,500 feet of archives and more than a century of concert programs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOpwQPnUsKE7_OOVKRsZPdcxj8q93qX8rYhg&s
POINT (-73.99779152534921 40.74002038014153),Rubin Museum of Art,(212) 620-5000,http://www.rmanyc.org/,150 West 17th Street,,New York,"10,011",FALSE,TRUE,art,Himalayan,"The Rubin is a global museum dedicated to presenting Himalayan art through exhibitions, participatory experiences, partnerships, and a dynamic digital platform. They bring together diverse perspectives—from Buddhist practitioners to neuroscientists and contemporary artists—to offer insights into the art and its meaning in life today.
Inspired and informed by Himalayan art, the Rubin invites people to contemplate the human experience and deepen connections with the world around them in order to expand awareness, enhance well-being, and cultivate compassion.  

The Rubin advances scholarship through a series of educational initiatives, grants, a collection sharing program with other museums and institutions, and the stewardship of its collection of nearly 4,000 Himalayan art objects spanning 1,500 years of history—providing unprecedented access and resources to scholars, artists, and students across the globe.",https://rubinmuseum.org/wp-content/uploads/post/inside-the-exhibition-reimagine-himalayan-art-now/Discover-Reimagine-Hero-900x479.jpg
POINT (-74.21650281989129 40.5409783547753),Sandy Ground Historical Society,(718) 317-5796,http://statenislandusa.com/pages/sandy_ground.html,1538 Woodrow Road,,Staten Island,0,FALSE,TRUE,history,location,"The Sandy Ground Historical Museum, located within the Sandy Ground community of Rossville in Staten Island, New York City, is dedicated to the oldest continuously inhabited free black settlement in the United States. The museum is home to the largest documentary collection of Staten Island's African-American culture and history and it may also be home to the only intact 18th -century African cemetery in America.",https://aaregistry.org/wp-content/uploads/2020/07/sandy-ground-historical-society.jpg
POINT (-73.98008843538526 40.74944689567966),Scandinavia House: The Nordic Center in America,(212) 879-9779,http://www.scandinaviahouse.org/,58 Park Ave.,,New York,"10,016",FALSE,TRUE,culture,Nordic,"Scandinavia House: The Nordic Center in America is the leading center for Nordic culture in the United States. It offers a wide range of programs that illuminate the culture and vitality of Denmark, Finland, Iceland, Norway, and Sweden. Scandinavia House offerings include diverse exhibitions and film series, as well as concerts and other performances, readings, lectures, symposia, language courses, and children’s activities.

Designed by the internationally renowned Polshek Partnership Architects (now Ennead Architects) and inaugurated in October 2000, Scandinavia House is the headquarters of The American-Scandinavian Foundation (ASF) and the site of ASF’s cultural and educational programming.",https://media.timeout.com/images/101219491/750/422/image.jpg
POINT (-73.94099076053165 40.814612726277666),Schomburg Center for Research in Black Culture,(212) 491-2200,http://www.nypl.org/research/sc/sc.html,515 Malcolm X Boulevard,,New York,"10,037",FALSE,TRUE,culture,African,"The Schomburg Center for Research in Black Culture in Harlem is one of The New York Public Library’s renowned research libraries. A world-leading cultural institution devoted to the research, preservation, and exhibition of materials focused on African American, African Diasporic, and African experiences, the Schomburg stewards a collection of over 11 million items.  ",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxbI4Rc4qCKxFjZQTwNeZfpJ2LmyB5SHrrAw&s
POINT (-73.98224232560065 40.73875919099525),School of Visual Arts Museum,(212) 592-2145,http://www.schoolofvisualarts.edu/sa/index.jsp?sid0=201&page_id=482&event_id=865,209 E. 23rd St.,,New York,"10,010",FALSE,TRUE,art,student,"SVA Galleries offers five professional exhibition spaces where students can present their work and connect with the SVA community and the public. We provide a platform for both emerging talents and established artists, creating a dynamic environment that inspires visitors and nurtures the next generation of creative professionals. SVA Galleries cultivates a vibrant artistic ecosystem through diverse exhibitions, annual invitational shows, and collaborations with leading artists and designers. ","https://media.sva.edu/image/upload/c_scale,f_auto,dpr_auto,q_auto/departmentCard/singleimage-chelseagallery-undergroundimages-1716392181-derivative-1-1730741809-derivative.webp"
POINT (-74.19758929841912 40.51521434364335),Seguine Mansion,(718) 667-6042,http://www.historichousetrust.org/item.php?i_id=38,440 Seguine Avenue,,Staten Island,"10,307",FALSE,TRUE,living,house,"The impressive Greek Revival structure stands on the south shore of Staten Island; among its chief glories is a panoramic view of Prince’s Bay. The land upon which the Mansion sits was purchased by James Seguine between 1780-1786. Seguine Avenue and Seguine Point in Prince’s Bay were named after this prosperous family, whose ancestors first settled on Staten Island about 1706. The interior of the mansion has a museum-like feel, and houses a collection of antiques acquired by Burke from all over the world. The Greek Revival house is one of the few surviving examples of 19th-century life on Staten Island. Every room tells a story, and this story is best when told by the savior of the house, George Burke.
",https://historichousetrust.org/wp-content/uploads/2020/11/In-Line-Image_0034_Seguine-1-1024x670.jpg
POINT (-74.01756806833069 40.70565752977975),Skyscraper Museum,(212) 968-1961,http://www.skyscraper.org/home.htm,39 Battery Place,,New York,"10,280",0,TRUE,history,buildings,"Located in New York City, the world's first and foremost vertical metropolis, The Skyscraper Museum celebrates the City's rich architectural heritage and examines the historical forces and individuals that have shaped its successive skylines. Through exhibitions, programs, and publications, the Museum explores tall buildings as objects of design, products of technology, sites of construction, investments in real estate, and places of work and residence.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDQV18__QmB1lLitTT7YKEA9KRzp0a5fxCMg&s
POINT (-73.95891102040586 40.78300947618501),Solomon R. Guggenheim Museum,(212) 423-3500,http://www.guggenheim.org/,1071 Fifth Avenue,,New York,"10,128",FALSE,TRUE,art,modern/contemporary,"The Solomon R. Guggenheim Museum, often referred to as The Guggenheim, is an art museum at 1071 Fifth Avenue between 88th and 89th Streets on the Upper East Side of Manhattan in New York City. It hosts a permanent collection of Impressionist, Post-Impressionist, early Modern and contemporary art and also features special exhibitions throughout the year. It was established by the Solomon R. Guggenheim Foundation in 1939 as the Museum of Non-Objective Painting, under the guidance of its first director, Hilla von Rebay. The museum adopted its current name in 1952, three years after the death of its founder Solomon R. Guggenheim. It continues to be operated and owned by the Solomon R. Guggenheim Foundation.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG9kkvUJgoTRrqFl2w_Kw3KkQ7TSQ-vs2CdA&s
POINT (-73.9735078210536 40.76147030101873),Sony Wonder Technology Lab,(212) 833-8100,http://wondertechlab.sony.com/,550 Madison Ave,Sony Plaza,New York,"10,022",FALSE,TRUE,science,technology,"Visitors to this technology center learn about audio, imaging, robotics, design and network through interactive exhibits, and are directed through the experience by ""b.b. wonderbot,"" a telepresence robot. For the Sony Wonder Technology Lab, located at Sony Corporation’s Headquarters in New York City, SKOLNICK redesigned four floors of interactive excitement, creating a media environment reflective of the contemporary role of technology in society. The renovation was strategically scheduled over two phases, allowing the Lab to remain open throughout the process. The end result is a visitor experience that seamlessly integrates cutting-edge interactivity with a sleek and dynamic interior architecture of continuous folded forms that reflect technology’s infusion in our lives.
",https://images.squarespace-cdn.com/content/v1/5fb7f8641935362b3f7e3fc7/1617484871362-N6C0NHDX0QPUTMLJLI0P/Sony-Robots.jpg
POINT (-74.00372094057576 40.70660335756895),South Street Seaport Museum,(212) 748-8600,http://www.southstreetseaportmuseum.org/,12 Fulton Street,,New York,"10,038",FALSE,TRUE,history,maritime,"Explore New York’s origins as a world port. Browse vast collections and visit historic buildings and ships. The South Street Seaport Museum provides hands-on discovery and education about the global interaction of commerce, labor and diverse cultures that took place at the Seaport in centuries past. Visit engaging all-ages exhibitions that explore New York City as a global cultural metropolis through the lens of its maritime origins. Exhibitions draw from the vast collections and archives of the Seaport Museum, which include over 28,000 works of art and historical artifacts, and over 80,000 archival materials.
",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEpQMneeU9hX_L9Gr-dSHhdxe7OwkjXrbW9Q&s
POINT (-74.10189210518134 40.64270888224811),Staten Island Children's Museum,(718) 273-2060,http://www.statenislandkids.org/,1000 Richmond Terr.,,Staten Island,"10,301",13,TRUE,children,,"The Staten Island Children’s Museum features 10 indoor and 2 outdoor exhibits, a dedicated art workshop and a performance space. Visitors can explore different climates, examine bugs and other arthropods, learn about construction, build with blocks, hop on board a fire truck and play games throughout the interactive exhibits. The 4-acre East Meadow offers a perfect outdoor setting to run, play and picnic. The Children's Museum is engaging, affordable and focused on STEAM learning. In addition to the exhibits, it hosts a variety of programs throughout the year, including cultural performances & celebrations, summertime ""Boogie Woogie Wednesday"" dance performances, as well as mini-camps during the summer and during NYC public school breaks.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6c/a3/ea/front-entrance-of-the.jpg?w=1200&h=-1&s=1
